image,split,capture_index,width,height,timestamp_utc,latitude_audit_only,longitude_audit_only,imu_reliability,vehicle_reliability,nearest_sample_offset_ms,complete_sbg_ins_available,existing_label,image_path,metadata_path,image_sha256,metadata_sha256
Cam1_2026-06-09_15-02-46_capt3590_3591.jpg,test,3590,4752,3168,2026-06-09T05:02:45.054000+00:00,-37.7971683176,144.9845948449,0.7376782376327267,0.98,1.0001659393310547,True,False,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\geotagged\cam1\Cam1_2026-06-09_15-02-46_capt3590_3591.jpg,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\experiments\geotagged_cam1_complete_sbg_ins_metadata_v4_20260811\metadata\Cam1_2026-06-09_15-02-46_capt3590_3591.json,2802e09053a85d329d96a714e6c379733aa136f208806e0d121db50742da4206,d99ccfad544bf49615ad3eebaa3cd4867d35e2fca8d28eee1f9a4b8301b158d0
Cam1_2026-06-09_15-02-47_capt3599_3600.jpg,test,3599,4752,3168,2026-06-09T05:02:46.179000+00:00,-37.7971683112,144.9845948499,0.7376782376327267,0.98,1.0001659393310547,True,False,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\geotagged\cam1\Cam1_2026-06-09_15-02-47_capt3599_3600.jpg,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\experiments\geotagged_cam1_complete_sbg_ins_metadata_v4_20260811\metadata\Cam1_2026-06-09_15-02-47_capt3599_3600.json,5baef02243e9332cefba1da0adefe1c49ab9fcb68a415146278053c0b6e57e71,dea9850ba07c921db9ff86bcb201b75a392ccb92f4fff50b5c8d0c71c91198a0
Cam1_2026-06-09_15-02-48_capt3608_3609.jpg,test,3608,4752,3168,2026-06-09T05:02:47.303000+00:00,-37.7971683007,144.9845948005,0.6039686140010224,0.98,2.000093460083008,True,False,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\geotagged\cam1\Cam1_2026-06-09_15-02-48_capt3608_3609.jpg,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\experiments\geotagged_cam1_complete_sbg_ins_metadata_v4_20260811\metadata\Cam1_2026-06-09_15-02-48_capt3608_3609.json,7714ec394dc227268e4f4004ed5cd308de26fba84a1a250292bf6a9574ce2eef,04a7c690d5bba9d6ccd58a15218427ab1cd35c3f655c2ff8a108769e562a1821
Cam1_2026-06-09_15-02-49_capt3616_3617.jpg,test,3616,4752,3168,2026-06-09T05:02:48.303000+00:00,-37.7971683178,144.9845948245,0.6039686140010224,0.98,2.000093460083008,True,False,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\geotagged\cam1\Cam1_2026-06-09_15-02-49_capt3616_3617.jpg,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\experiments\geotagged_cam1_complete_sbg_ins_metadata_v4_20260811\metadata\Cam1_2026-06-09_15-02-49_capt3616_3617.json,a8a0d44e28a679b2c877c00db7845496a0b4bdeef4a9d18e420dd90a6d4c0db6,4689d8b438ada8af903ab24fff92516fa46ba4d880029b2f883f3db1560508ea
Cam1_2026-06-09_15-02-50_capt3625_3626.jpg,test,3625,4752,3168,2026-06-09T05:02:49.428000+00:00,-37.7971683169,144.9845948382,0.6039686140010224,0.98,2.000093460083008,True,False,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\geotagged\cam1\Cam1_2026-06-09_15-02-50_capt3625_3626.jpg,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\experiments\geotagged_cam1_complete_sbg_ins_metadata_v4_20260811\metadata\Cam1_2026-06-09_15-02-50_capt3625_3626.json,1da2d60e9b126ab525b521f5a9fbac8a7831e3424ae23b00bd3948648759cbe3,44f67363410fe89fef01cefc36dde9f649e92f79d3483e8854fa43d011c6d6ef
Cam1_2026-06-09_15-02-51_capt3634_3635.jpg,test,3634,4752,3168,2026-06-09T05:02:50.553000+00:00,-37.7971683308,144.9845948426,0.6039686140010224,0.98,2.000093460083008,True,False,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\geotagged\cam1\Cam1_2026-06-09_15-02-51_capt3634_3635.jpg,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\experiments\geotagged_cam1_complete_sbg_ins_metadata_v4_20260811\metadata\Cam1_2026-06-09_15-02-51_capt3634_3635.json,909db6bf44f5cfbd7c8879b24f8dd8b980f59eb7611588e290cdf161f8a39638,4b6cf95eb04e86a453f5fffd6ac630ca0f14a793809ba22089437c97b4285ca8
Cam1_2026-06-09_15-02-52_capt3642_3643.jpg,test,3642,4752,3168,2026-06-09T05:02:51.553000+00:00,-37.7971683303,144.9845948307,0.6039686140010224,0.98,2.000093460083008,True,False,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\geotagged\cam1\Cam1_2026-06-09_15-02-52_capt3642_3643.jpg,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\experiments\geotagged_cam1_complete_sbg_ins_metadata_v4_20260811\metadata\Cam1_2026-06-09_15-02-52_capt3642_3643.json,c6838a48aeb7d2cc60cecdcdb31c906bbfa084d464a6a3dcc95c9cc94c30f19e,0b24e076802ac1d9cf44c230ca3ce8fd540bba0fa2e14877355b433d1c8168da
Cam1_2026-06-09_15-02-53_capt3651_3652.jpg,test,3651,4752,3168,2026-06-09T05:02:52.678000+00:00,-37.7971683325,144.9845948223,0.6039686140010224,0.98,2.000093460083008,True,False,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\geotagged\cam1\Cam1_2026-06-09_15-02-53_capt3651_3652.jpg,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\experiments\geotagged_cam1_complete_sbg_ins_metadata_v4_20260811\metadata\Cam1_2026-06-09_15-02-53_capt3651_3652.json,eccc22e8f578991def9308b9d71d7f3b27d4282001692984b96426fbd97e6051,f89c9cc7edcec9a3644feeb2ebf0203c8fd04fac65ac0e8284503239dba8aad2
Cam1_2026-06-09_15-02-55_capt3660_3661.jpg,test,3660,4752,3168,2026-06-09T05:02:53.803000+00:00,-37.7971683297,144.9845948134,0.6039686140010224,0.98,2.000093460083008,True,False,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\geotagged\cam1\Cam1_2026-06-09_15-02-55_capt3660_3661.jpg,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\experiments\geotagged_cam1_complete_sbg_ins_metadata_v4_20260811\metadata\Cam1_2026-06-09_15-02-55_capt3660_3661.json,576f5db8fcbb1a986dc03023acbe5da2bee31973bec0790c630e409e1e4f3427,aae16c0c1ce73f5e8b718f284e7e2dcb21a34a06550b1e26826614265a2010cf
Cam1_2026-06-09_15-02-56_capt3668_3669.jpg,test,3668,4752,3168,2026-06-09T05:02:54.802000+00:00,-37.7971683202,144.984594792,0.6039686140010224,0.98,-2.000093460083008,True,False,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\geotagged\cam1\Cam1_2026-06-09_15-02-56_capt3668_3669.jpg,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\experiments\geotagged_cam1_complete_sbg_ins_metadata_v4_20260811\metadata\Cam1_2026-06-09_15-02-56_capt3668_3669.json,1776f458da1dfbeea5ace1c346dbe370707baf1815614decabec9e2214cf29b9,8d8a685a9fce1dc53a61e571fbc4fc5eab7aa4a4c620b124907c7f71018e0b9a
Cam1_2026-06-09_15-02-57_capt3677_3678.jpg,test,3677,4752,3168,2026-06-09T05:02:55.927000+00:00,-37.7971714382,144.9845943649,0.6039686140010224,0.98,-2.000093460083008,True,False,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\geotagged\cam1\Cam1_2026-06-09_15-02-57_capt3677_3678.jpg,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\experiments\geotagged_cam1_complete_sbg_ins_metadata_v4_20260811\metadata\Cam1_2026-06-09_15-02-57_capt3677_3678.json,c97d33a7264d4f3343123ca8fcbe73f4abc8bbd49db69d84a59eabe384890f45,f58b7f3ccd881cf299223b541b90c558e649507c69b6915522d05660c7759de5
Cam1_2026-06-09_15-02-58_capt3686_3687.jpg,test,3686,4752,3168,2026-06-09T05:02:57.052000+00:00,-37.7971786074,144.9845933568,0.6039686140010224,0.98,-2.000093460083008,True,False,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\geotagged\cam1\Cam1_2026-06-09_15-02-58_capt3686_3687.jpg,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\experiments\geotagged_cam1_complete_sbg_ins_metadata_v4_20260811\metadata\Cam1_2026-06-09_15-02-58_capt3686_3687.json,f5723370397b4a2a3c212392278207cb603c3ffdb77253a1d25e08ce2bbbfb21,2d9aa3471df9e00fa8c6c0855ed6826c1d2b46b2962e82958a238a3b02d32710
Cam1_2026-06-09_15-02-59_capt3694_3695.jpg,test,3694,4752,3168,2026-06-09T05:02:58.052000+00:00,-37.7971859906,144.9845923288,0.6038679609533425,0.98,-2.000093460083008,True,False,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\geotagged\cam1\Cam1_2026-06-09_15-02-59_capt3694_3695.jpg,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\experiments\geotagged_cam1_complete_sbg_ins_metadata_v4_20260811\metadata\Cam1_2026-06-09_15-02-59_capt3694_3695.json,a5bdf2e41ada23afa75c9b2e2262fb7a1cba27e4f0d8568c4fe0140a0790b591,005ed44f04b2675785013849ceac062d5231821e8b9aba19f7e431c2b5294bb6
Cam1_2026-06-09_15-03-00_capt3703_3704.jpg,test,3703,4752,3168,2026-06-09T05:02:59.177000+00:00,-37.7971957815,144.9845911059,0.6038679609533425,0.98,-2.000093460083008,True,False,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\geotagged\cam1\Cam1_2026-06-09_15-03-00_capt3703_3704.jpg,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\experiments\geotagged_cam1_complete_sbg_ins_metadata_v4_20260811\metadata\Cam1_2026-06-09_15-03-00_capt3703_3704.json,d19bb730ab6cf3dc7e64debc6acfdad4988134ed68f9a82e10ef6ec2b7a37787,4c0f13b8c030edcd0af3ebd6546ba3b44c563196aaea7c6b38e37a04da12afde
Cam1_2026-06-09_15-03-01_capt3712_3713.jpg,test,3712,4752,3168,2026-06-09T05:03:00.302000+00:00,-37.7972107914,144.9845886128,0.6038679609533425,0.98,-2.000093460083008,True,False,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\geotagged\cam1\Cam1_2026-06-09_15-03-01_capt3712_3713.jpg,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\experiments\geotagged_cam1_complete_sbg_ins_metadata_v4_20260811\metadata\Cam1_2026-06-09_15-03-01_capt3712_3713.json,55b184556b03f9bdd7a5c16bc75608d66aa2c55c8a1e7068364b45338623f7f7,29e130f2646cd965dd6774f77b6b3ec6bc618d891247a09c71a18c1633a47a1a
Cam1_2026-06-09_15-03-02_capt3720_3721.jpg,test,3720,4752,3168,2026-06-09T05:03:01.301000+00:00,-37.7972290753,144.9845848678,0.7375553015047497,0.98,-1.0001659393310547,True,False,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\geotagged\cam1\Cam1_2026-06-09_15-03-02_capt3720_3721.jpg,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\experiments\geotagged_cam1_complete_sbg_ins_metadata_v4_20260811\metadata\Cam1_2026-06-09_15-03-02_capt3720_3721.json,4338b41a01a56cba643c8a1f3c40cc35973c3d20d60d965818ba0792b86add4d,6f00eeda53c7e40b5ba299c2187ac84ed476f5de9371ab92b5842741668c8045
Cam1_2026-06-09_15-03-03_capt3729_3730.jpg,test,3729,4752,3168,2026-06-09T05:03:02.426000+00:00,-37.7972517371,144.9845790905,0.7375553015047497,0.98,-1.0001659393310547,True,False,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\geotagged\cam1\Cam1_2026-06-09_15-03-03_capt3729_3730.jpg,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\experiments\geotagged_cam1_complete_sbg_ins_metadata_v4_20260811\metadata\Cam1_2026-06-09_15-03-03_capt3729_3730.json,189650240480ad5e19d5af2416d005ad26989c7cb248d03dd5cf7de4e4f6bb85,f80e78d9b27d05d4b7d2cf640f77c7be9c5cb0d23885aaa849654725dd878f1b
Cam1_2026-06-09_15-03-04_capt3738_3739.jpg,test,3738,4752,3168,2026-06-09T05:03:03.551000+00:00,-37.7972894871,144.9845693382,0.7375553015047497,0.98,-1.0001659393310547,True,False,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\geotagged\cam1\Cam1_2026-06-09_15-03-04_capt3738_3739.jpg,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\experiments\geotagged_cam1_complete_sbg_ins_metadata_v4_20260811\metadata\Cam1_2026-06-09_15-03-04_capt3738_3739.json,fd9c350123c3a0bb1a19fe0c1846140596b9658aaee7af3441f7b95f23295b55,2ece9cb754c2209d3f74fdfff75d49076aa97672b86bb9e03ad7bc86a06d92a1
Cam1_2026-06-09_15-03-05_capt3746_3747.jpg,test,3746,4752,3168,2026-06-09T05:03:04.551000+00:00,-37.7973353406,144.9845592327,0.7374323858644201,0.98,-1.0001659393310547,True,False,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\geotagged\cam1\Cam1_2026-06-09_15-03-05_capt3746_3747.jpg,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\experiments\geotagged_cam1_complete_sbg_ins_metadata_v4_20260811\metadata\Cam1_2026-06-09_15-03-05_capt3746_3747.json,d682a4719416442b856f0e114b269cce12fda48adb2b459d6be82e92c1921dc5,b5dc8a7e6041420ad8588b479d3f8fb9959814d9b168d26560a9415e9c47c080
Cam1_2026-06-09_15-03-06_capt3755_3756.jpg,test,3755,4752,3168,2026-06-09T05:03:05.676000+00:00,-37.7973987816,144.9845474256,0.7375553015047497,0.98,-1.0001659393310547,True,False,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\geotagged\cam1\Cam1_2026-06-09_15-03-06_capt3755_3756.jpg,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\experiments\geotagged_cam1_complete_sbg_ins_metadata_v4_20260811\metadata\Cam1_2026-06-09_15-03-06_capt3755_3756.json,955fb9fac0a3768aba40780047e56eb4cf477215c9b70d415d3f83eb882a302c,2fe8b7b7a72ceea7c474fc5fde9c793d8eb8d82b1f928a32085f6ee64721b934
Cam1_2026-06-09_15-03-08_capt3764_3765.jpg,test,3764,4752,3168,2026-06-09T05:03:06.800000+00:00,-37.7974699627,144.9845376086,0.9008819774079692,0.98,0.0,True,False,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\geotagged\cam1\Cam1_2026-06-09_15-03-08_capt3764_3765.jpg,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\experiments\geotagged_cam1_complete_sbg_ins_metadata_v4_20260811\metadata\Cam1_2026-06-09_15-03-08_capt3764_3765.json,70247693cb37ecc19fe70e01fc22c16aec6cc5cc995c031c94905dad76a12185,c32de9acf6b0686bd49840dead8999ad29a6339cb414fb0012ffa54014d50915
Cam1_2026-06-09_15-03-09_capt3772_3773.jpg,test,3772,4752,3168,2026-06-09T05:03:07.800000+00:00,-37.7975367142,144.9845296499,0.9008819774079692,0.98,0.0,True,False,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\geotagged\cam1\Cam1_2026-06-09_15-03-09_capt3772_3773.jpg,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\experiments\geotagged_cam1_complete_sbg_ins_metadata_v4_20260811\metadata\Cam1_2026-06-09_15-03-09_capt3772_3773.json,473048862e9453373f2ed4020532878e1bd0755954264064a2309cc5860470ac,6224b7953a0eccf6fe0894b0d701a73f4f74e0f3a1e7ee22aab65aca2e0d0014
Cam1_2026-06-09_15-03-10_capt3781_3782.jpg,test,3781,4752,3168,2026-06-09T05:03:08.925000+00:00,-37.7976154868,144.9845199389,0.9008819774079692,0.98,0.0,True,False,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\geotagged\cam1\Cam1_2026-06-09_15-03-10_capt3781_3782.jpg,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\experiments\geotagged_cam1_complete_sbg_ins_metadata_v4_20260811\metadata\Cam1_2026-06-09_15-03-10_capt3781_3782.json,b4b31146e3387318884b76512724714b0a572c9a136fe2d03eb58a37b89083f8,7c07fa5fcf963c89e558d517429bab76e010d1830250ffbcd19ef94636ab8a85
Cam1_2026-06-09_15-03-11_capt3790_3791.jpg,test,3790,4752,3168,2026-06-09T05:03:10.050000+00:00,-37.7977006159,144.9845078337,0.9008819774079692,0.98,0.0,True,False,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\geotagged\cam1\Cam1_2026-06-09_15-03-11_capt3790_3791.jpg,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\experiments\geotagged_cam1_complete_sbg_ins_metadata_v4_20260811\metadata\Cam1_2026-06-09_15-03-11_capt3790_3791.json,754ba5c8174f3c87f60d3c4829722fe86ea350c9a7e34928c26e1b924852e8b0,a874c4949742b81df91b4cf84b72a93bf6513ce5569fa4aea5f648b539258c94
Cam1_2026-06-09_15-03-12_capt3798_3799.jpg,test,3798,4752,3168,2026-06-09T05:03:11.050000+00:00,-37.7977789017,144.9844946071,0.9008819774079692,0.98,0.0,True,False,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\geotagged\cam1\Cam1_2026-06-09_15-03-12_capt3798_3799.jpg,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\experiments\geotagged_cam1_complete_sbg_ins_metadata_v4_20260811\metadata\Cam1_2026-06-09_15-03-12_capt3798_3799.json,e8f5970e136873ee73ec78bb5d2d415ffd6693c9594fdc46f99bb07078613276,6d82929c012440d2bf51baeb5c11f3839250b0bc6d262c4e79ce9ef5440e5f0b
Cam1_2026-06-09_15-03-13_capt3807_3808.jpg,test,3807,4752,3168,2026-06-09T05:03:12.175000+00:00,-37.7978679314,144.9844794255,0.9008819774079692,0.98,0.0,True,False,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\geotagged\cam1\Cam1_2026-06-09_15-03-13_capt3807_3808.jpg,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\experiments\geotagged_cam1_complete_sbg_ins_metadata_v4_20260811\metadata\Cam1_2026-06-09_15-03-13_capt3807_3808.json,0c799cafb7f59a2fa93e74d8bfd282055416d1e1d87c505db23b99b052cc1d24,ff157be8f58cefffa21e4eb4a4f5aaec489c159aa96b4374484ef9a5819fd7bf
Cam1_2026-06-09_15-03-14_capt3816_3817.jpg,test,3816,4752,3168,2026-06-09T05:03:13.300000+00:00,-37.7979504806,144.9844650901,0.9007318429232891,0.98,0.0,True,False,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\geotagged\cam1\Cam1_2026-06-09_15-03-14_capt3816_3817.jpg,C:\Users\61411\Documents\Codex\2026-05-24\i-am-developing-a-new-research\experiments\geotagged_cam1_complete_sbg_ins_metadata_v4_20260811\metadata\Cam1_2026-06-09_15-03-14_capt3816_3817.json,3ec679ab7e8774ac8db2d10070923a138d7a8fcfbc586686c7347af0105f1cfe,9e9b1564f423e88e7cb12aa331abe35b6103d2fbc8b9cf4b3ab0eafdce8c12fb
